id,timestamp,symbol,patterns,ml_win_probability,actual_result,pnl
5195,1764193243238,XRPUSDT,"[""doji""]",70.02,,
5196,1764194443238,XRPUSDT,[],60.83,,
5197,1764194743238,XRPUSDT,[],61.02,,
5198,1764195943238,XRPUSDT,[],65.49,,
5199,1764196243238,XRPUSDT,[],64.28,,
5200,1764196543238,XRPUSDT,"[""doji""]",58.86,,
5201,1764196843238,XRPUSDT,[],61.59,,
5202,1764198343238,XRPUSDT,[],67.1,,
5203,1764199843238,XRPUSDT,[],60.34,,
5204,1764200443238,XRPUSDT,[],57.95,,
5205,1764200743238,XRPUSDT,"[""bullish_engulfing""]",59.35,,
5206,1764201643238,XRPUSDT,[],60.83,,
5207,1764201943238,XRPUSDT,[],59.74,,
5208,1764202543238,XRPUSDT,"[""doji""]",63.9,,
5209,1764204043238,XRPUSDT,[],56.4,,
5210,1764204343238,XRPUSDT,[],62.55,,
5211,1764205543238,XRPUSDT,[],57.15,,
5212,1764205843238,XRPUSDT,[],59.98,,
5213,1764207643238,XRPUSDT,"[""bullish_engulfing""]",57.84,,
5214,1764208243238,XRPUSDT,[],57.32,,
5215,1764208543238,XRPUSDT,[],61.24,,
5216,1764208843238,XRPUSDT,[],66.89,,
5217,1764209143238,XRPUSDT,[],63.34,,
5218,1764209743238,XRPUSDT,[],66.72,,
5219,1764210643238,XRPUSDT,"[""doji""]",62.25,,
5220,1764210943238,XRPUSDT,[],57.16,,
5221,1764211243238,XRPUSDT,"[""bullish_engulfing""]",73.58,,
5222,1764211543238,XRPUSDT,"[""doji"", ""shooting_star""]",69.2,,
5223,1764213343238,XRPUSDT,"[""doji""]",58.56,,
5224,1764213943238,XRPUSDT,"[""bearish_engulfing""]",64.84,,
5225,1764215743238,XRPUSDT,[],59.53,,
5226,1764216343238,XRPUSDT,[],65.41,,
5227,1764217543238,XRPUSDT,[],57.67,,
5228,1764217843238,XRPUSDT,[],65.97,,
5229,1764218443238,XRPUSDT,[],62.34,,
5230,1764219043238,XRPUSDT,[],65.42,,
5231,1764220843238,XRPUSDT,"[""bullish_engulfing""]",63.37,,
5232,1764221443238,XRPUSDT,[],63.15,,
5233,1764221743238,XRPUSDT,[],58.99,,
5234,1764227143238,XRPUSDT,[],65.35,,
5235,1764227443238,XRPUSDT,[],69.04,,
5236,1764228343238,XRPUSDT,[],57.74,,
5237,1764228643238,XRPUSDT,[],58.62,,
5238,1764228943238,XRPUSDT,[],61.85,,
5239,1764230443238,XRPUSDT,[],58.01,,
5240,1764230743238,XRPUSDT,"[""bullish_engulfing""]",63.87,,
5241,1764233143238,XRPUSDT,[],59.21,,
5242,1764234043238,XRPUSDT,[],73.1,,
5243,1764235843238,XRPUSDT,[],60.15,,
5244,1764237943238,XRPUSDT,[],58.15,,
5245,1764239443238,XRPUSDT,[],56.57,,
5246,1764241243238,XRPUSDT,[],58.51,,
5247,1764241843238,XRPUSDT,"[""shooting_star""]",60.8,,
5248,1764242743238,XRPUSDT,[],56.58,,
5249,1764243043238,XRPUSDT,[],64.92,,
5250,1764243643238,XRPUSDT,"[""bearish_engulfing""]",61.42,,
5251,1764244243238,XRPUSDT,[],59.05,,
5252,1764244543238,XRPUSDT,"[""shooting_star""]",59.49,,
5253,1764244843238,XRPUSDT,[],60.94,,
5254,1764246043238,XRPUSDT,[],62.01,,
5255,1764246343238,XRPUSDT,"[""doji""]",62.13,,
5256,1764247243238,XRPUSDT,[],67.22,,
5257,1764248443238,XRPUSDT,[],56.89,,
5258,1764249643238,XRPUSDT,"[""bearish_engulfing""]",58.18,,
5259,1764250243238,XRPUSDT,[],61.26,,
5260,1764250543238,XRPUSDT,[],60.01,,
5261,1764251743238,XRPUSDT,[],56.44,,
5262,1764252943238,XRPUSDT,"[""doji""]",59.14,,
5263,1764253843238,XRPUSDT,"[""shooting_star""]",60.43,,
5264,1764255943238,XRPUSDT,[],57.54,,
5265,1764257143238,XRPUSDT,[],63.21,,
5266,1764257443238,XRPUSDT,[],58.25,,
5267,1764257743238,XRPUSDT,"[""doji""]",59.83,,
5268,1764261343238,XRPUSDT,"[""doji""]",57.08,,
5269,1764261943238,XRPUSDT,[],61.85,,
5270,1764262843238,XRPUSDT,[],57.23,,
5271,1764263143238,XRPUSDT,"[""doji""]",60.8,,
5272,1764263443238,XRPUSDT,"[""doji""]",56.8,,
5273,1764265843238,XRPUSDT,[],62.53,,
5274,1764267043238,XRPUSDT,"[""shooting_star""]",73.12,,
5275,1764268843238,XRPUSDT,[],63.4,,
5276,1764269143238,XRPUSDT,[],69.53,,
5277,1764270043238,XRPUSDT,[],68.9,,
5278,1764270943238,XRPUSDT,[],57.11,,
5279,1764272743238,XRPUSDT,[],63.1,,
5280,1764273343238,XRPUSDT,[],64.5,,
5281,1764273643238,XRPUSDT,"[""shooting_star""]",61.81,,
5282,1764274243238,XRPUSDT,[],64.2,,
5283,1764275443238,XRPUSDT,[],60.02,,
5284,1764276643238,XRPUSDT,"[""shooting_star""]",64.9,,
5285,1764277243238,XRPUSDT,[],68.08,,
5286,1764277543238,XRPUSDT,[],56.99,,
5287,1764279043238,XRPUSDT,[],62.59,,
5288,1764280243238,XRPUSDT,[],61.93,,
5289,1764280543238,XRPUSDT,[],60.27,,
5290,1764282943238,XRPUSDT,[],56.56,,
5291,1764288043238,XRPUSDT,[],56.35,,
5292,1764289243238,XRPUSDT,[],58.55,,
5293,1764290143238,XRPUSDT,[],58.32,,
5294,1764290443238,XRPUSDT,"[""bearish_engulfing""]",63.88,,
5295,1764290743238,XRPUSDT,[],57.85,,
5296,1764291043238,XRPUSDT,[],63.49,,
5297,1764291343238,XRPUSDT,[],57.87,,
5298,1764291643238,XRPUSDT,"[""bearish_engulfing""]",59.68,,
5299,1764291943238,XRPUSDT,[],60.6,,
5300,1764292243238,XRPUSDT,[],63.7,,
5301,1764292843238,XRPUSDT,[],63.19,,
5302,1764294043238,XRPUSDT,"[""doji""]",59.22,,
5303,1764294643238,XRPUSDT,[],61.97,,
5304,1764298843238,XRPUSDT,[],60.11,,
5305,1764299143238,XRPUSDT,"[""bearish_engulfing""]",57.44,,
5306,1764299743238,XRPUSDT,[],59.73,,
5307,1764303043238,XRPUSDT,[],59.18,,
5308,1764303343238,XRPUSDT,"[""doji""]",61.82,,
5309,1764304243238,XRPUSDT,"[""doji""]",63.09,,
5310,1764306043238,XRPUSDT,[],59.0,,
5311,1764306643238,XRPUSDT,"[""shooting_star""]",58.43,,
5312,1764307243238,XRPUSDT,[],57.65,,
5313,1764308143238,XRPUSDT,[],63.65,,
5314,1764310543238,XRPUSDT,[],63.43,,
5315,1764311143238,XRPUSDT,[],61.83,,
5316,1764311443238,XRPUSDT,[],58.82,,
5317,1764311743238,XRPUSDT,[],58.48,,
5318,1764315043238,XRPUSDT,[],63.84,,
5319,1764317743238,XRPUSDT,[],57.5,,
5320,1764318943238,XRPUSDT,[],62.78,,
5321,1764319543238,XRPUSDT,[],58.82,,
5322,1764319843238,XRPUSDT,[],60.68,,
5323,1764320443238,XRPUSDT,[],67.62,,
5324,1764321043238,XRPUSDT,[],60.47,,
5325,1764321643238,XRPUSDT,"[""bearish_engulfing""]",84.15,,
5326,1764322243238,XRPUSDT,"[""bearish_engulfing""]",66.89,,
5327,1764323143238,XRPUSDT,"[""bullish_engulfing""]",62.66,,
5328,1764324643238,XRPUSDT,[],72.64,,
5329,1764325243238,XRPUSDT,[],63.25,,
5330,1764326143238,XRPUSDT,[],72.46,,
5331,1764326443238,XRPUSDT,"[""doji""]",62.8,,
5332,1764326743238,XRPUSDT,[],64.37,,
5333,1764327043238,XRPUSDT,"[""doji""]",59.7,,
5334,1764327343238,XRPUSDT,"[""doji"", ""shooting_star""]",71.64,,
5335,1764327643238,XRPUSDT,"[""bearish_engulfing""]",57.49,,
5336,1764330043238,XRPUSDT,[],63.37,,
5337,1764333943238,XRPUSDT,"[""shooting_star""]",59.3,,
5338,1764334243238,XRPUSDT,[],61.84,,
5339,1764336643238,XRPUSDT,"[""shooting_star""]",70.3,,
5340,1764336943238,XRPUSDT,[],57.92,,
5341,1764339043238,XRPUSDT,[],67.17,,
5342,1764339343238,XRPUSDT,[],56.55,,
5343,1764339943238,XRPUSDT,"[""bullish_engulfing""]",64.5,,
5344,1764340243238,XRPUSDT,[],70.42,,
5345,1764341143238,XRPUSDT,"[""shooting_star""]",60.4,,
5346,1764342343238,XRPUSDT,[],59.08,,
5347,1764343243238,XRPUSDT,[],61.83,,
5348,1764346543238,XRPUSDT,[],56.53,,
5349,1764346843238,XRPUSDT,[],65.23,,
5350,1764348043238,XRPUSDT,"[""bearish_engulfing""]",66.61,,
5351,1764348643238,XRPUSDT,[],64.68,,
5352,1764348943238,XRPUSDT,[],56.7,,
5353,1764350143238,XRPUSDT,"[""doji""]",57.07,,
5354,1764350443238,XRPUSDT,"[""bearish_engulfing""]",57.92,,
5355,1764350743238,XRPUSDT,"[""doji""]",64.13,,
5356,1764354643238,XRPUSDT,"[""doji"", ""shooting_star""]",58.56,,
5357,1764355243238,XRPUSDT,[],56.47,,
5358,1764358843238,XRPUSDT,"[""bullish_engulfing""]",56.73,,
5359,1764359443238,XRPUSDT,[],56.39,,
5360,1764360043238,XRPUSDT,[],63.87,,
5361,1764361243238,XRPUSDT,"[""doji"", ""shooting_star""]",69.17,,
5362,1764362143238,XRPUSDT,"[""bullish_engulfing""]",58.28,,
5363,1764363943238,XRPUSDT,"[""doji""]",59.71,,
5364,1764366043238,XRPUSDT,[],58.08,,
5365,1764366343238,XRPUSDT,[],57.23,,
5366,1764367243238,XRPUSDT,[],64.92,,
5367,1764367543238,XRPUSDT,[],63.07,,
5368,1764368143238,XRPUSDT,[],59.36,,
5369,1764368743238,XRPUSDT,"[""bullish_engulfing""]",67.72,,
5370,1764370243238,XRPUSDT,[],60.6,,
5371,1764370543238,XRPUSDT,[],61.5,,
5372,1764371143238,XRPUSDT,[],57.29,,
5373,1764372343238,XRPUSDT,[],56.95,,
5374,1764374443238,XRPUSDT,[],58.76,,
5375,1764378343238,XRPUSDT,[],73.83,,
5376,1764378943238,XRPUSDT,[],58.8,,
5377,1764382543238,XRPUSDT,[],69.45,,
5378,1764383743238,XRPUSDT,[],57.99,,
5379,1764385243238,XRPUSDT,[],62.99,,
5380,1764385843238,XRPUSDT,[],60.07,,
5381,1764386143238,XRPUSDT,[],61.31,,
5382,1764386443238,XRPUSDT,[],58.76,,
5383,1764387943238,XRPUSDT,"[""shooting_star""]",60.41,,
5384,1764388243238,XRPUSDT,"[""doji"", ""shooting_star""]",56.92,,
5385,1764390643238,XRPUSDT,[],66.27,,
5386,1764392143238,XRPUSDT,[],71.95,,
5387,1764392443238,XRPUSDT,[],62.64,,
5388,1764393643238,XRPUSDT,[],57.81,,
5389,1764393943238,XRPUSDT,[],58.42,,
5390,1764394243238,XRPUSDT,[],60.49,,
5391,1764394543238,XRPUSDT,[],62.11,,
5392,1764395443238,XRPUSDT,"[""doji""]",56.57,,
5393,1764396043238,XRPUSDT,[],59.14,,
5394,1764396343238,XRPUSDT,[],60.33,,
5395,1764396643238,XRPUSDT,"[""shooting_star""]",58.78,,
5396,1764399643238,XRPUSDT,[],61.11,,
5397,1764400243238,XRPUSDT,[],56.47,,
5398,1764400843238,XRPUSDT,[],61.01,,
5399,1764404443238,XRPUSDT,[],60.79,,
5400,1764405943238,XRPUSDT,"[""shooting_star""]",58.17,,
5401,1764408643238,XRPUSDT,[],56.32,,
5402,1764409243238,XRPUSDT,[],57.29,,
5403,1764409543238,XRPUSDT,[],56.19,,
5404,1764410443238,XRPUSDT,[],59.18,,
5405,1764411643238,XRPUSDT,[],60.34,,
5406,1764413743238,XRPUSDT,[],64.97,,
5407,1764414343238,XRPUSDT,[],61.26,,
5408,1764414943238,XRPUSDT,[],64.15,,
5409,1764416143238,XRPUSDT,[],60.05,,
5410,1764418243238,XRPUSDT,"[""shooting_star""]",61.26,,
5411,1764418543238,XRPUSDT,[],62.76,,
5412,1764421243238,XRPUSDT,[],62.8,,
5413,1764421843238,XRPUSDT,[],58.53,,
5414,1764422143238,XRPUSDT,[],65.4,,
5415,1764422443238,XRPUSDT,[],56.58,,
5416,1764423043238,XRPUSDT,"[""bearish_engulfing""]",59.46,,
5417,1764423343238,XRPUSDT,[],62.7,,
5418,1764424843238,XRPUSDT,[],59.24,,
5419,1764426343238,XRPUSDT,[],68.63,,
5420,1764426643238,XRPUSDT,"[""doji""]",57.17,,
5421,1764429943238,XRPUSDT,"[""shooting_star""]",56.79,,
5422,1764431743238,XRPUSDT,[],69.82,,
5423,1764433243238,XRPUSDT,[],67.74,,
5424,1764433543238,XRPUSDT,[],65.96,,
5425,1764435343238,XRPUSDT,[],56.34,,
5426,1764436243238,XRPUSDT,[],64.02,,
5427,1764436543238,XRPUSDT,[],58.12,,
5428,1764436843238,XRPUSDT,[],61.12,,
5429,1764437743238,XRPUSDT,[],60.03,,
5430,1764438643238,XRPUSDT,[],63.86,,
5431,1764439543238,XRPUSDT,[],56.43,,
5432,1764443143238,XRPUSDT,[],62.14,,
5433,1764444343238,XRPUSDT,[],64.42,,
5434,1764446743238,XRPUSDT,[],59.1,,
5435,1764448543238,XRPUSDT,[],61.83,,
5436,1764449143238,XRPUSDT,[],63.44,,
5437,1764449443238,XRPUSDT,"[""shooting_star""]",65.95,,
5438,1764449743238,XRPUSDT,[],59.03,,
5439,1764450643238,XRPUSDT,"[""doji""]",60.33,,
5440,1764452143238,XRPUSDT,[],62.83,,
5441,1764455743238,XRPUSDT,"[""doji""]",60.09,,
5442,1764456043238,XRPUSDT,[],68.66,,
5443,1764457243238,XRPUSDT,[],63.23,,
5444,1764457843238,XRPUSDT,"[""bullish_engulfing""]",57.74,,
5445,1764459043238,XRPUSDT,[],56.29,,
5446,1764462043238,XRPUSDT,[],59.27,,
5447,1764462643238,XRPUSDT,[],58.16,,
5448,1764462943238,XRPUSDT,[],58.87,,
5449,1764463543238,XRPUSDT,"[""doji""]",56.05,,
5450,1764464143238,XRPUSDT,[],62.56,,
5451,1764464743238,XRPUSDT,[],60.55,,
5452,1764468343238,XRPUSDT,[],66.44,,
5453,1764469543238,XRPUSDT,[],67.11,,
5454,1764470143238,XRPUSDT,[],59.13,,
5455,1764470443238,XRPUSDT,[],64.62,,
5456,1764470743238,XRPUSDT,[],58.94,,
5457,1764471343238,XRPUSDT,[],60.6,,
5458,1764471943238,XRPUSDT,[],65.28,,
5459,1764472543238,XRPUSDT,[],59.6,,
5460,1764472843238,XRPUSDT,[],58.54,,
5461,1764473443238,XRPUSDT,"[""bullish_engulfing""]",57.9,,
5462,1764475243238,XRPUSDT,[],56.56,,
5463,1764478843238,XRPUSDT,[],61.1,,
5464,1764479143238,XRPUSDT,[],59.12,,
5465,1764479743238,XRPUSDT,[],60.36,,
5466,1764480043238,XRPUSDT,[],66.83,,
5467,1764482743238,XRPUSDT,[],57.14,,
5468,1764483643238,XRPUSDT,[],57.64,,
5469,1764485143238,XRPUSDT,[],63.34,,
5470,1764487543238,XRPUSDT,[],58.05,,
5471,1764488743238,XRPUSDT,[],59.56,,
5472,1764489643238,XRPUSDT,[],57.43,,
5473,1764489943238,XRPUSDT,[],64.9,,
5474,1764491443238,XRPUSDT,[],59.98,,
5475,1764491743238,XRPUSDT,[],64.04,,
5476,1764494143238,XRPUSDT,[],62.1,,
5477,1764496543238,XRPUSDT,"[""doji""]",62.45,,
5478,1764497143238,XRPUSDT,[],58.61,,
5479,1764497743238,XRPUSDT,[],61.4,,
5480,1764498043238,XRPUSDT,[],58.11,,
5481,1764498343238,XRPUSDT,[],56.09,,
5482,1764498943238,XRPUSDT,"[""doji""]",81.61,,
5483,1764504043238,XRPUSDT,[],56.52,,
5484,1764504343238,XRPUSDT,[],59.36,,
5485,1764504943238,XRPUSDT,[],63.5,,
5486,1764505843238,XRPUSDT,[],61.21,,
5487,1764506743238,XRPUSDT,[],62.37,,
5488,1764507043238,XRPUSDT,"[""bearish_engulfing""]",57.89,,
5489,1764508843238,XRPUSDT,[],64.11,,
5490,1764509143238,XRPUSDT,[],56.82,,
5491,1764511543238,XRPUSDT,[],62.39,,
5492,1764512143238,XRPUSDT,[],61.03,,
5493,1764512443238,XRPUSDT,[],58.3,,
5494,1764513043238,XRPUSDT,[],61.12,,
5495,1764516043238,XRPUSDT,[],73.68,,
5496,1764516943238,XRPUSDT,[],56.28,,
5497,1764517543238,XRPUSDT,[],57.55,,
5498,1764518143238,XRPUSDT,[],63.61,,
5499,1764519343238,XRPUSDT,[],63.61,,
5500,1764519643238,XRPUSDT,"[""bullish_engulfing""]",59.44,,
5501,1764521443238,XRPUSDT,"[""doji""]",60.23,,
5502,1764522043238,XRPUSDT,[],63.38,,
5503,1764522643238,XRPUSDT,"[""doji""]",58.7,,
5504,1764527443238,XRPUSDT,[],62.52,,
5505,1764528643238,XRPUSDT,"[""shooting_star""]",57.74,,
5506,1764530743238,XRPUSDT,[],61.29,,
5507,1764531643238,XRPUSDT,[],57.61,,
5508,1764533443238,XRPUSDT,"[""bullish_engulfing""]",62.16,,
5509,1764534043238,XRPUSDT,[],57.51,,
5510,1764534343238,XRPUSDT,"[""shooting_star""]",58.68,,
5511,1764535243238,XRPUSDT,[],57.2,,
5512,1764537643238,XRPUSDT,[],60.07,,
5513,1764537943238,XRPUSDT,[],58.46,,
5514,1764540343238,XRPUSDT,[],64.81,,
5515,1764541843238,XRPUSDT,"[""doji""]",62.41,,
5516,1764542443238,XRPUSDT,[],57.83,,
5517,1764543643238,XRPUSDT,"[""doji""]",61.49,,
5518,1764544243238,XRPUSDT,[],60.83,,
5519,1764544543238,XRPUSDT,[],58.2,,
5520,1764547243238,XRPUSDT,[],61.21,,
5521,1764548143238,XRPUSDT,"[""shooting_star""]",60.39,,
5522,1764549343238,XRPUSDT,[],75.06,,
5523,1764549943238,XRPUSDT,"[""doji""]",64.09,,
5524,1764550843238,XRPUSDT,[],64.02,,
5525,1764552643238,XRPUSDT,[],56.51,,
5526,1764552943238,XRPUSDT,"[""bullish_engulfing""]",56.84,,
5527,1764553243238,XRPUSDT,"[""bullish_engulfing""]",61.71,,
5528,1764553843238,XRPUSDT,"[""doji""]",64.2,,
5529,1764554443238,XRPUSDT,[],62.55,,
5530,1764555043238,XRPUSDT,[],63.3,,
5531,1764555643238,XRPUSDT,[],58.39,,
5532,1764556243238,XRPUSDT,"[""shooting_star""]",66.12,,
5533,1764557143238,XRPUSDT,[],62.17,,
5534,1764558343238,XRPUSDT,[],63.25,,
5535,1764558643238,XRPUSDT,[],57.44,,
5536,1764560443238,XRPUSDT,"[""bullish_engulfing""]",61.01,,
5537,1764561343238,XRPUSDT,"[""doji""]",59.81,,
5538,1764561943238,XRPUSDT,[],67.97,,
5539,1764562243238,XRPUSDT,[],57.05,,
5540,1764562543238,XRPUSDT,[],58.39,,
5541,1764562843238,XRPUSDT,"[""bearish_engulfing""]",58.78,,
5542,1764563443238,XRPUSDT,[],63.63,,
5543,1764564643238,XRPUSDT,"[""bearish_engulfing""]",57.61,,
5544,1764565243238,XRPUSDT,[],56.03,,
5545,1764565543238,XRPUSDT,[],63.66,,
5546,1764565843238,XRPUSDT,[],58.89,,
5547,1764567043238,XRPUSDT,[],60.37,,
5548,1764567343238,XRPUSDT,"[""bearish_engulfing""]",65.03,,
5549,1764567943238,XRPUSDT,"[""bullish_engulfing""]",61.9,,
5550,1764568243238,XRPUSDT,[],61.72,,
5551,1764568543238,XRPUSDT,[],75.61,,
5552,1764569143238,XRPUSDT,[],65.9,,
5553,1764569443238,XRPUSDT,"[""doji""]",63.8,,
5554,1764569743238,XRPUSDT,[],68.32,,
5555,1764570943238,XRPUSDT,[],66.89,,
5556,1764571543238,XRPUSDT,[],58.15,,
5557,1764572143238,XRPUSDT,[],67.9,,
5558,1764573643238,XRPUSDT,[],63.75,,
5559,1764574243238,XRPUSDT,[],60.28,,
5560,1764574543238,XRPUSDT,[],60.55,,
5561,1764574843238,XRPUSDT,[],57.91,,
5562,1764575143238,XRPUSDT,[],56.78,,
5563,1764576343238,XRPUSDT,[],66.07,,
5564,1764576643238,XRPUSDT,[],69.37,,
5565,1764577243238,XRPUSDT,"[""doji"", ""shooting_star""]",58.3,,
5566,1764577843238,XRPUSDT,"[""shooting_star""]",61.26,,
5567,1764578143238,XRPUSDT,[],66.47,,
5568,1764578443238,XRPUSDT,[],62.16,,
5569,1764579643238,XRPUSDT,[],61.39,,
5570,1764580243238,XRPUSDT,[],62.4,,
5571,1764580843238,XRPUSDT,[],58.41,,
5572,1764581743238,XRPUSDT,[],60.99,,
5573,1764582943238,XRPUSDT,[],63.39,,
5574,1764583243238,XRPUSDT,[],57.63,,
5575,1764584143238,XRPUSDT,[],59.11,,
5576,1764585643238,XRPUSDT,"[""doji""]",67.72,,
5577,1764586243238,XRPUSDT,"[""bullish_engulfing""]",66.7,,
5578,1764587443238,XRPUSDT,"[""bullish_engulfing""]",59.66,,
5579,1764588343238,XRPUSDT,[],70.47,,
5580,1764588643238,XRPUSDT,[],59.29,,
5581,1764589243238,XRPUSDT,[],67.88,,
5582,1764589843238,XRPUSDT,[],66.25,,
5583,1764590143238,XRPUSDT,[],68.11,,
5584,1764591343238,XRPUSDT,[],60.14,,
5585,1764591943238,XRPUSDT,"[""doji""]",59.42,,
5586,1764592843238,XRPUSDT,[],67.3,,
5587,1764593443238,XRPUSDT,"[""bullish_engulfing""]",56.25,,
5588,1764595543238,XRPUSDT,[],56.53,,
5589,1764595843238,XRPUSDT,[],62.79,,
5590,1764596143238,XRPUSDT,[],59.29,,
5591,1764597043238,XRPUSDT,[],57.01,,
5592,1764597343238,XRPUSDT,[],62.6,,
5593,1764597943238,XRPUSDT,[],63.77,,
5594,1764598243238,XRPUSDT,[],71.11,,
5595,1764598543238,XRPUSDT,[],65.5,,
5596,1764599743238,XRPUSDT,[],56.45,,
5597,1764600343238,XRPUSDT,"[""doji""]",66.52,,
5598,1764600643238,XRPUSDT,"[""bullish_engulfing""]",67.03,,
5599,1764601243238,XRPUSDT,[],57.17,,
5600,1764601543238,XRPUSDT,[],59.74,,
5601,1764602143238,XRPUSDT,[],61.85,,
5602,1764603043238,XRPUSDT,[],58.82,,
5603,1764603343238,XRPUSDT,[],57.11,,
5604,1764603943238,XRPUSDT,[],56.89,,
5605,1764605443238,XRPUSDT,[],60.54,,
5606,1764607243238,XRPUSDT,[],66.55,,
5607,1764607843238,XRPUSDT,"[""doji""]",66.31,,
5608,1764608743238,XRPUSDT,"[""doji""]",63.56,,
5609,1764609343238,XRPUSDT,[],61.08,,
5610,1764610543238,XRPUSDT,[],65.4,,
5611,1764611443238,XRPUSDT,[],58.69,,
5612,1764611743238,XRPUSDT,"[""bearish_engulfing""]",59.35,,
5613,1764612943238,XRPUSDT,[],60.23,,
5614,1764613243238,XRPUSDT,[],64.22,,
5615,1764613543238,XRPUSDT,[],67.24,,
5616,1764613843238,XRPUSDT,"[""bearish_engulfing""]",69.65,,
5617,1764614743238,XRPUSDT,[],67.38,,
5618,1764615643238,XRPUSDT,"[""shooting_star""]",61.07,,
5619,1764616543238,XRPUSDT,"[""doji""]",56.07,,
5620,1764618043238,XRPUSDT,"[""doji""]",67.04,,
5621,1764618943238,XRPUSDT,[],64.8,,
5622,1764619243238,XRPUSDT,"[""bullish_engulfing""]",58.85,,
5623,1764620443238,XRPUSDT,[],71.17,,
5624,1764621043238,XRPUSDT,[],56.59,,
5625,1764621643238,XRPUSDT,"[""bearish_engulfing""]",60.74,,
5626,1764621943238,XRPUSDT,[],58.06,,
5627,1764622243238,XRPUSDT,[],56.4,,
5628,1764622543238,XRPUSDT,"[""doji""]",59.1,,
5629,1764623743238,XRPUSDT,[],58.83,,
5630,1764624043238,XRPUSDT,[],67.45,,
5631,1764624343238,XRPUSDT,[],64.35,,
5632,1764625243238,XRPUSDT,[],58.12,,
5633,1764626743238,XRPUSDT,"[""doji""]",69.38,,
5634,1764627043238,XRPUSDT,[],62.82,,
5635,1764628843238,XRPUSDT,[],65.41,,
5636,1764630943238,XRPUSDT,[],58.03,,
5637,1764632143238,XRPUSDT,[],60.95,,
5638,1764632743238,XRPUSDT,[],57.79,,
5639,1764634243238,XRPUSDT,"[""bullish_engulfing""]",63.68,,
5640,1764634843238,XRPUSDT,[],62.94,,
5641,1764636043238,XRPUSDT,[],61.14,,
5642,1764636343238,XRPUSDT,"[""shooting_star""]",72.35,,
5643,1764636943238,XRPUSDT,[],63.65,,
5644,1764637243238,XRPUSDT,[],63.88,,
5645,1764637543238,XRPUSDT,[],62.98,,
5646,1764638143238,XRPUSDT,"[""bearish_engulfing""]",68.36,,
5647,1764639943238,XRPUSDT,"[""doji"", ""shooting_star""]",64.29,,
5648,1764640843238,XRPUSDT,[],59.31,,
5649,1764641743238,XRPUSDT,[],62.73,,
5650,1764642643238,XRPUSDT,[],67.82,,
5651,1764643843238,XRPUSDT,"[""doji""]",56.94,,
5652,1764645343238,XRPUSDT,[],62.6,,
5653,1764647143238,XRPUSDT,"[""bearish_engulfing""]",68.75,,
5654,1764648343238,XRPUSDT,[],69.07,,
5655,1764650143238,XRPUSDT,"[""shooting_star""]",60.97,,
5656,1764651043238,XRPUSDT,"[""doji"", ""shooting_star""]",73.11,,
5657,1764651943238,XRPUSDT,[],58.72,,
5658,1764653743238,XRPUSDT,[],57.25,,
5659,1764654343238,XRPUSDT,"[""shooting_star""]",62.78,,
5660,1764654943238,XRPUSDT,[],59.89,,
5661,1764655543238,XRPUSDT,[],60.17,,
5662,1764657043238,XRPUSDT,"[""doji""]",74.52,,
5663,1764657643238,XRPUSDT,[],64.56,,
5664,1764657943238,XRPUSDT,[],63.56,,
5665,1764658243238,XRPUSDT,"[""doji"", ""shooting_star""]",62.78,,
5666,1764659443238,XRPUSDT,"[""shooting_star""]",58.19,,
5667,1764659743238,XRPUSDT,"[""shooting_star""]",56.82,,
5668,1764660043238,XRPUSDT,"[""shooting_star""]",59.32,,
5669,1764660343238,XRPUSDT,[],56.55,,
5670,1764660643238,XRPUSDT,"[""doji""]",56.12,,
5671,1764663043238,XRPUSDT,[],56.2,,
5672,1764663343238,XRPUSDT,"[""doji"", ""shooting_star""]",61.77,,
5673,1764663643238,XRPUSDT,[],61.59,,
5674,1764664543238,XRPUSDT,"[""doji""]",61.94,,
5675,1764664843238,XRPUSDT,[],64.93,,
5676,1764665743238,XRPUSDT,[],60.79,,
5677,1764666643238,XRPUSDT,[],67.49,,
5678,1764666943238,XRPUSDT,[],62.21,,
5679,1764667243238,XRPUSDT,"[""bullish_engulfing""]",61.19,,
5680,1764667543238,XRPUSDT,[],63.06,,
5681,1764667843238,XRPUSDT,[],65.77,,
5682,1764668143238,XRPUSDT,[],61.41,,
5683,1764668443238,XRPUSDT,[],57.53,,
5684,1764671143238,XRPUSDT,[],57.72,,
5685,1764672043238,XRPUSDT,[],58.18,,
5686,1764672643238,XRPUSDT,[],58.45,,
5687,1764673243238,XRPUSDT,[],69.34,,
5688,1764674443238,XRPUSDT,[],69.1,,
5689,1764674743238,XRPUSDT,"[""doji""]",57.23,,
5690,1764675043238,XRPUSDT,[],62.62,,
5691,1764675343238,XRPUSDT,[],66.61,,
5692,1764675643238,XRPUSDT,"[""doji""]",65.57,,
5693,1764676243238,XRPUSDT,"[""bearish_engulfing""]",65.97,,
5694,1764676543238,XRPUSDT,[],61.84,,
5695,1764676843238,XRPUSDT,[],68.53,,
5696,1764677143238,XRPUSDT,"[""bearish_engulfing""]",57.5,,
5697,1764678343238,XRPUSDT,[],62.01,,
5698,1764678643238,XRPUSDT,[],62.88,,
5699,1764680743238,XRPUSDT,[],65.38,,
5700,1764681343238,XRPUSDT,[],60.71,,
5701,1764681643238,XRPUSDT,[],57.46,,
